brand,model_date,price,vehicle_engine,vehicle_transmission,KM,fuel_code
Honda,2009,3450000,1300cc,Automatic,84000,6
Toyota,2016,21000000,2700cc,Automatic,90000,6
Suzuki,2005,500000,800cc,Manual,999999,6
Toyota,2014,3050000,1600cc,Automatic,130000,6
Toyota,2012,15000000,2700cc,Automatic,111534,6
Suzuki,2001,375000,800cc,Manual,96396,6
Honda,2008,1520000,1800cc,Automatic,200000,6
Hyundai,2021,9300000,2497cc,Automatic,12000,6
Toyota,2019,4500000,1300cc,Automatic,42000,6
Toyota,2021,3500000,1300cc,Manual,14000,6
Changan,2021,3600000,1500cc,Automatic,21500,6
Suzuki,2015,2400000,660cc,Automatic,45000,6
Toyota,2022,17000000,2800cc,Automatic,6600,1
Honda,2023,5000000,1500cc,Automatic,5,6
Honda,2023,8550000,1500cc,Automatic,25,6
Toyota,2005,4885000,3000cc,Automatic,69000,6
Suzuki,2022,2675000,660cc,Manual,28,6
Honda,2014,3350000,1500cc,Automatic,70900,6
Honda,2023,7675000,1500cc,Automatic,24,6
Toyota,2015,3665000,1500cc,Automatic,83000,2
Honda,2019,3875000,1500cc,Automatic,32900,6
Honda,2010,2600000,1800cc,Automatic,154100,6
Honda,2013,3100000,1800cc,Automatic,135000,6
Suzuki,2016,1950000,1300cc,Manual,61000,6
Toyota,2021,11500000,2800cc,Automatic,57952,1
Mitsubishi,2012,1400000,660cc,Automatic,200000,6
Toyota,2020,3750000,1300cc,Manual,44000,6
Daihatsu,2020,3050000,660cc,Automatic,10000,6
Suzuki,2016,1050000,800cc,Manual,85000,6
Suzuki,2013,870000,800cc,Manual,99000,6
Toyota,2012,28500000,4600cc,Automatic,125000,6
Toyota,1990,3300000,3000cc,Automatic,15000,1
Suzuki,2002,690000,1000cc,Manual,200000,6
Suzuki,2017,2690000,660cc,Automatic,70000,6
Suzuki,2014,2190000,660cc,Automatic,100000,6
Chery,2006,700000,660cc,Manual,123,6
Suzuki,2013,930000,800cc,Manual,67000,6
Toyota,2017,3780000,1300cc,Automatic,75000,6
Suzuki,2004,700000,1000cc,Manual,90000,6
Toyota,2003,5700000,2700cc,Automatic,160000,6
Toyota,2015,3580000,1600cc,Automatic,150000,6
Suzuki,2014,1750000,660cc,Automatic,194000,6
Suzuki,1997,650000,1300cc,Manual,56000,6
Honda,2006,1650000,1300cc,Automatic,150000,6
Toyota,2019,11200000,2700cc,Automatic,29000,6
Range Rover,2014,33500000,5000cc,Automatic,34000,6
Audi,2022,40500000,cc,Automatic,9600,5
Honda,2008,1625000,1300cc,Manual,88500,6
Hyundai,2022,8125000,2000cc,Automatic,4500,6
Toyota,2007,2695000,1500cc,Automatic,110000,2
Toyota,2010,2050000,1000cc,Automatic,93000,6
Toyota,2019,4400000,1000cc,Automatic,33000,6
Suzuki,2019,3200000,660cc,Automatic,20000,6
Honda,2016,2350000,1300cc,Manual,121000,6
Toyota,2014,6300000,1800cc,Automatic,59000,2
Suzuki,2013,1225000,1000cc,Manual,130000,6
Toyota,2021,11500000,2800cc,Automatic,58500,1
Suzuki,2022,3485000,800cc,Automatic,1600,6
Honda,2017,2950000,1500cc,Manual,60000,6
Suzuki,2022,2250000,660cc,Manual,14000,6
Toyota,1997,975000,1300cc,Manual,255266,6
Honda,2015,2125000,660cc,Automatic,65000,6
Suzuki,2020,2550000,1000cc,Manual,87000,6
Suzuki,2018,2050000,1000cc,Manual,39000,6
Suzuki,2016,1950000,1300cc,Manual,60000,6
Suzuki,2015,2340000,660cc,Automatic,134000,6
Toyota,2017,3050000,1300cc,Manual,72000,6
Toyota,2009,4750000,2500cc,Manual,165000,1
Toyota,2021,5200000,1600cc,Automatic,22500,6
Toyota,2021,4585000,1500cc,Automatic,24000,6
Suzuki,2015,815000,800cc,Manual,62500,6
Honda,2020,5500000,1800cc,Automatic,41000,6
Hyundai,2022,9930000,2500cc,Automatic,11000,6
Suzuki,2009,640000,1000cc,Manual,3,6
KIA,2020,6350000,2000cc,Automatic,35000,6
Suzuki,2010,550000,800cc,Manual,150000,6
Honda,2006,1610000,1600cc,Manual,280000,6
Toyota,2019,3450000,1000cc,Automatic,30000,6
Hyundai,2023,10525000,2500cc,Automatic,3,6
Honda,2018,3095000,1300cc,Manual,56500,6
Toyota,2009,25000000,4600cc,Automatic,80000,6
Suzuki,2021,2550000,660cc,Automatic,26000,6
Changan,2023,4550000,1500cc,Automatic,20,6
Toyota,2023,6995000,1600cc,Automatic,1,6
Toyota,2020,5490000,996cc,Automatic,7000,6
Suzuki,2019,3895000,660cc,Automatic,69287,2
Toyota,2018,8680000,2800cc,Automatic,69000,1
MG,2021,7200000,1500cc,Automatic,10900,6
Hyundai,2021,7500000,1999cc,Automatic,26372,6
Honda,2014,3050000,1500cc,Automatic,97374,2
Toyota,2022,17990000,2800cc,Automatic,28600,1
Honda,2015,4550000,1800cc,Automatic,79000,6
Honda,2018,3095000,1300cc,Manual,56500,6
Suzuki,2020,2350000,660cc,Automatic,57000,6
Suzuki,2010,895000,1000cc,Manual,85000,6
Toyota,2018,5525000,1500cc,Automatic,73000,6
Toyota,2017,4200000,1800cc,Automatic,69000,6
Suzuki,2008,875000,1000cc,Manual,257000,6
Toyota,2018,4475000,1600cc,Automatic,52597,6
Toyota,2015,3400000,1800cc,Automatic,100000,6
Toyota,2017,4225000,1500cc,Automatic,81000,2
Suzuki,2011,1150000,1000cc,Manual,61000,6
Honda,2013,2655000,1800cc,Manual,118000,6
Suzuki,2018,2100000,1000cc,Manual,135200,6
Toyota,2022,19600000,2800cc,Automatic,35,1
Suzuki,2022,4500000,1200cc,Automatic,7200,6
Toyota,1993,1480000,1600cc,Automatic,155609,6
Honda,2021,6850000,1500cc,Automatic,28000,6
Suzuki,2019,2025000,660cc,Manual,69000,6
Suzuki,2021,2650000,1000cc,Manual,59000,6
Changan,2022,3350000,1300cc,Manual,5500,6
Toyota,2017,24500000,2700cc,Automatic,35500,6
Suzuki,2003,785000,1000cc,Manual,100000,6
Honda,2006,2050000,1500cc,Automatic,100000,6
Toyota,2016,21000000,2700cc,Automatic,90000,6
Suzuki,2019,2230000,660cc,Manual,42000,6
Toyota,2003,7850000,3400cc,Automatic,185000,6
Honda,2017,7400000,1500cc,Automatic,41912,6
KIA,2022,14300000,3470cc,Automatic,358,6
Daihatsu,1987,750000,1000cc,Manual,50000,6
Haval,2023,10500000,2000cc,Automatic,15,6
Honda,2011,1990000,1800cc,Automatic,175000,6
Haval,2022,10000000,2000cc,Automatic,15,6
Suzuki,2004,440000,800cc,Manual,46900,6
Toyota,2015,3300000,1800cc,Automatic,145000,6
Honda,2016,3425000,1500cc,Automatic,80000,2
Honda,2017,4800000,1800cc,Automatic,81160,6
Toyota,2009,1675000,1300cc,Manual,148000,6
Toyota,2005,1780000,1600cc,Automatic,294460,6
Suzuki,2021,2265000,660cc,Manual,35000,6
Suzuki,1996,260000,800cc,Manual,5000,6
Suzuki,2007,1050000,1600cc,Automatic,216000,6
Honda,2002,1135000,1600cc,Automatic,81000,6
Suzuki,2016,1775000,1300cc,Manual,43000,6
Suzuki,2022,2695000,660cc,Automatic,10000,6
Toyota,2020,9100000,1800cc,Automatic,77000,2
Mitsubishi,2012,1400000,660cc,Automatic,70000,6
Honda,2006,1250000,1500cc,Automatic,108000,6
Toyota,2022,6100000,1600cc,Automatic,5000,6
Suzuki,2019,1165000,796cc,Manual,50184,6
Toyota,2022,12500000,2800cc,Automatic,16500,1
Suzuki,1990,320000,1000cc,Manual,100000,6
Mitsubishi,2007,1630000,660cc,Automatic,119000,6
Honda,2016,2550000,1300cc,Manual,70000,6
Toyota,2003,1410000,2000cc,Manual,300000,1
Toyota,2020,4200000,1300cc,Manual,70000,6
Toyota,1988,700000,1500cc,Manual,300000,6
Suzuki,2022,2397000,660cc,Manual,1,6
Toyota,2019,5700000,1500cc,Automatic,19275,2
Toyota,2007,1500000,1300cc,Manual,219800,6
Suzuki,2022,2600000,660cc,Manual,3500,6
Suzuki,2007,1375000,660cc,Automatic,120000,6
Suzuki,2018,2085000,1000cc,Manual,49000,6
Honda,2014,2325000,660cc,Automatic,75000,6
Suzuki,2019,1275000,796cc,Manual,46172,6
Toyota,2017,5000000,1500cc,Automatic,95000,2
Toyota,2005,3500000,2500cc,Automatic,98000,6
Honda,2011,1900000,1300cc,Manual,133597,6
Toyota,2017,5800000,1200cc,Automatic,80000,6
Suzuki,2005,760000,1000cc,Manual,89000,6
Nissan,2019,3250000,660cc,Automatic,67000,6
Honda,2019,3350000,1300cc,Manual,63000,6
Hyundai,2005,925000,1000cc,Manual,70000,6
Suzuki,2018,2050000,1300cc,Manual,29524,6
Toyota,2016,3000000,1300cc,Automatic,76500,6
Toyota,2022,4070000,1300cc,Manual,11200,6
Suzuki,2004,560000,1000cc,Manual,123,6
Honda,2006,1630000,1800cc,Manual,200000,6
Suzuki,2005,830000,1300cc,Manual,114000,6
Toyota,2014,2290000,1300cc,Manual,170000,6
Honda,2020,4995000,1500cc,Automatic,34000,6
Suzuki,2008,725000,800cc,Manual,1,6
Daihatsu,2007,1565000,660cc,Automatic,107107,6
Suzuki,2021,2690000,1000cc,Manual,47000,6
Toyota,2007,1895000,1300cc,Automatic,123,6
Mitsubishi,1995,950000,660cc,Manual,250000,6
Nissan,2015,1550000,660cc,Automatic,70000,6
Toyota,2007,1680000,1000cc,Automatic,140000,6
Honda,2023,9800000,1500cc,Automatic,2,6
Toyota,2015,3700000,1500cc,Automatic,125000,2
Suzuki,2016,1050000,796cc,Manual,50000,6
Suzuki,2014,925000,800cc,Manual,125000,6
Toyota,2015,2790000,1000cc,Automatic,110000,6
Mitsubishi,1994,1700000,2800cc,Automatic,300000,1
Honda,2020,5400000,1800cc,Automatic,36000,6
Toyota,2023,14600000,2800cc,Automatic,100,1
Toyota,2010,2250000,1300cc,Manual,150000,6
Toyota,2017,3460000,1000cc,Automatic,64000,6
Honda,2022,4900000,1500cc,Automatic,4500,6
Suzuki,2022,4450000,1200cc,Automatic,2900,6
Toyota,2002,3200000,3000cc,Manual,150000,1
Daihatsu,2013,1510000,660cc,Automatic,105000,6
Honda,2022,5190000,1500cc,Automatic,26,6
Honda,2022,5150000,1500cc,Automatic,9500,6
Toyota,2015,3300000,1600cc,Automatic,115000,6
Toyota,2022,5650000,1598cc,Automatic,9528,6
KIA,2023,7590000,2000cc,Automatic,50,6
Suzuki,2017,2470000,660cc,Automatic,58000,6
Honda,2019,4250000,1500cc,Automatic,150000,6
Suzuki,2006,1300000,660cc,Automatic,80000,6
Daihatsu,2010,1050000,800cc,Manual,149820,6
Honda,2008,1550000,1300cc,Manual,120000,6
Suzuki,1992,570000,1300cc,Manual,58877,6
Toyota,2006,1300000,1300cc,Manual,60000,6
Suzuki,2016,2003000,1000cc,Manual,135000,6
Toyota,2016,2890000,1000cc,Automatic,124000,6
Honda,2016,6750000,1500cc,Automatic,49000,6
Suzuki,2015,1700000,1000cc,Manual,30000,6
Toyota,2014,3600000,1500cc,Automatic,222000,2
KIA,2022,3300000,1000cc,Automatic,49,6
Suzuki,2012,855000,800cc,Manual,96000,6
Suzuki,2018,2599999,1000cc,Manual,104000,6
Mitsubishi,1992,2300000,2000cc,Manual,250000,6
Suzuki,1996,370000,800cc,Manual,98000,6
Hyundai,2021,7650000,2000cc,Automatic,10000,6
Suzuki,2012,635000,800cc,Manual,79000,6
Suzuki,1996,440000,800cc,Manual,1000,6
Suzuki,2019,2325000,1000cc,Manual,98400,6
Toyota,2013,22000000,4000cc,Automatic,104000,6
Daihatsu,2008,750000,800cc,Automatic,105200,6
Toyota,2014,3375000,1800cc,Automatic,161000,6
Toyota,2009,1950000,1300cc,Manual,290863,6
Toyota,2015,2000000,1300cc,Manual,110000,6
Honda,2023,4630000,1200cc,Automatic,123,6
Suzuki,2020,2250000,660cc,Automatic,122096,6
Honda,2002,800000,1300cc,Manual,327633,6
Daihatsu,2012,2050000,660cc,Automatic,82000,6
Toyota,2020,11000000,2700cc,Automatic,29000,6
Toyota,2008,18500000,4600cc,Automatic,89761,6
Toyota,2015,2850000,1000cc,Automatic,108000,6
Honda,2022,7225000,1500cc,Automatic,35,6
Honda,2022,9000000,1500cc,Automatic,43000,6
Suzuki,2012,1085000,1000cc,Manual,850000,6
Suzuki,2021,2660000,660cc,Automatic,28100,6
Toyota,2006,2700000,1500cc,Automatic,180000,6
Toyota,2017,3325000,1300cc,Automatic,80000,6
Toyota,1990,650000,1500cc,Manual,450002,6
Toyota,2012,1750000,1300cc,Manual,132000,6
Suzuki,2017,1135000,800cc,Manual,52300,6
Suzuki,2016,1375000,1000cc,Manual,116000,6
Toyota,2014,2650000,1000cc,Automatic,160000,6
KIA,2002,699000,1300cc,Manual,1,6
Suzuki,2013,780000,800cc,Manual,6988,6
Daihatsu,2006,1450000,1000cc,Automatic,137000,6
Toyota,2004,985000,1300cc,Automatic,285000,6
Honda,2003,1280000,1600cc,Automatic,100000,6
Suzuki,2015,1570000,1000cc,Manual,48000,6
Toyota,2011,3650000,1800cc,Automatic,90000,2
Suzuki,2016,1780000,1300cc,Manual,77000,6
Suzuki,2019,2100000,1000cc,Manual,150000,6
Suzuki,2018,2150000,1000cc,Manual,72000,6
Toyota,2021,4200000,1300cc,Automatic,34000,6
Toyota,2007,1500000,1800cc,Automatic,123,6
Toyota,2019,3975000,1000cc,Automatic,86841,6
Suzuki,2022,4690000,1200cc,Automatic,16100,6
Daihatsu,2013,1675000,660cc,Manual,90000,6
Toyota,2013,6680000,2700cc,Automatic,149000,6
Toyota,2022,4550000,1300cc,Automatic,8207,6
Suzuki,2017,2350000,1000cc,Manual,73000,6
Honda,2023,4660000,1200cc,Automatic,30,6
Suzuki,2013,1840000,1300cc,Manual,87000,6
Toyota,2022,6990000,1800cc,Automatic,2900,6
Toyota,2009,2150000,1000cc,Automatic,126000,6
Suzuki,2021,3450000,1000cc,Automatic,23000,6
Toyota,2019,4250000,996cc,Automatic,42960,6
Daihatsu,2008,1670000,660cc,Automatic,60,6
Toyota,2016,3250000,1300cc,Manual,83000,6
Suzuki,2008,900000,1000cc,Manual,90000,6
Honda,2022,5125000,1500cc,Automatic,18500,6
Toyota,2012,2685000,1600cc,Automatic,152000,6
Toyota,2006,2110000,2000cc,Manual,210000,1
MG,2021,6400000,1500cc,Automatic,76852,6
Toyota,2014,2975000,1600cc,Automatic,92000,6
Changan,2021,2400000,1000cc,Manual,7500,6
Suzuki,2021,3335000,1000cc,Manual,43000,6
Honda,2016,4500000,1500cc,Automatic,123000,6
Daihatsu,2000,520000,800cc,Manual,190000,6
Toyota,1991,950000,1300cc,Manual,300000,6
Toyota,2018,4400000,1800cc,Automatic,88200,6
Suzuki,2022,2400000,660cc,Manual,10000,6
Toyota,2003,3500000,3000cc,Automatic,118000,6
Toyota,2021,6300000,1800cc,Automatic,25000,6
KIA,2019,6750000,3300cc,Automatic,28000,6
Suzuki,2019,2100000,1000cc,Manual,70000,6
Toyota,2018,3950000,1300cc,Manual,149000,6
Toyota,2009,1800000,1300cc,Manual,255000,6
Suzuki,2023,4000000,1000cc,Manual,100,6
Honda,2004,1400000,1300cc,Automatic,153000,6
Daihatsu,2004,820000,800cc,Automatic,158500,6
Suzuki,2011,1550000,1300cc,Manual,80000,6
Honda,2006,1180000,1500cc,Manual,120000,6
Honda,2022,4250000,1200cc,Manual,400,6
Honda,1983,410000,1600cc,Automatic,150000,6
Suzuki,2019,2325000,1000cc,Manual,62000,6
Mercedes Benz,2013,10300000,1600cc,Automatic,45000,6
Honda,2019,5755555,1800cc,Automatic,81210,6
Honda,2018,3125000,1300cc,Manual,48000,6
Toyota,2018,3750000,1300cc,Manual,54000,6
Suzuki,2018,1950000,1000cc,Manual,95000,6
Honda,2021,4860000,1500cc,Automatic,45000,6
Toyota,2006,1675000,1300cc,Automatic,150000,6
Hyundai,2004,860000,1000cc,Manual,135000,6
Honda,2017,3300000,1300cc,Manual,72000,6
Suzuki,2008,650000,800cc,Manual,88000,6
Honda,2016,4000000,1500cc,Automatic,90000,6
Toyota,2008,1400000,1300cc,Manual,10000,6
Suzuki,2017,3050000,660cc,Automatic,30500,2
Suzuki,2017,2800000,1000cc,Manual,92540,6
Toyota,2019,3790000,1300cc,Manual,50305,6
Suzuki,2004,590000,1000cc,Manual,120505,6
Suzuki,2021,1570000,800cc,Manual,28000,6
Toyota,2003,2150000,1800cc,Automatic,104000,6
Suzuki,2014,900000,800cc,Manual,57000,6
Suzuki,2022,2520000,660cc,Manual,18000,6
Suzuki,2009,1125000,1000cc,Manual,175000,6
Changan,2007,860000,1000cc,Manual,150000,6
Toyota,2022,12700000,2800cc,Automatic,25,1
Toyota,1993,1450000,1500cc,Automatic,100000,6
Honda,2002,1450000,1500cc,Automatic,84000,6
Toyota,1993,870000,1600cc,Manual,100000,6
Toyota,2021,15200000,2700cc,Automatic,7200,6
Toyota,2011,19900000,4600cc,Automatic,85000,6
Toyota,2019,5050000,1600cc,Automatic,16000,6
Suzuki,2009,790000,800cc,Manual,1000000,6
Toyota,2002,4490000,3000cc,Automatic,352943,1
Honda,2006,1600000,1500cc,Automatic,198000,6
Honda,2022,4550000,1500cc,Automatic,15000,6
KIA,2022,6700000,1999cc,Automatic,6500,6
Toyota,2016,3275000,1300cc,Automatic,72000,6
Toyota,2012,7000000,2500cc,Automatic,80000,6
Toyota,2019,5150000,1798cc,Automatic,45153,6
Toyota,2018,2980000,1000cc,Automatic,47000,6
KIA,2022,7485000,2000cc,Automatic,7000,6
Suzuki,2023,5100000,1200cc,Automatic,42,6
Suzuki,2010,900000,1000cc,Manual,90000,6
Toyota,2011,2470000,1600cc,Automatic,109000,6
Toyota,2012,2585000,1600cc,Automatic,169000,6
Toyota,2013,2900000,1300cc,Manual,109000,6
Suzuki,2015,965000,800cc,Manual,70000,6
Mitsubishi,2004,1135000,1300cc,Manual,95000,6
Mitsubishi,2004,1200000,1300cc,Manual,96000,6
Suzuki,2022,2480000,660cc,Manual,10000,6
Toyota,2020,4000000,1300cc,Automatic,48000,6
Toyota,2020,4300000,1600cc,Automatic,65000,6
Suzuki,2019,3150000,660cc,Automatic,30300,6
Honda,2019,5350000,1800cc,Automatic,100500,6
Suzuki,2021,2450000,660cc,Manual,23800,6
Toyota,2023,14600000,2800cc,Automatic,500,1
FAW,2015,2000000,1500cc,Manual,145000,6
Honda,2018,5000000,1800cc,Automatic,53000,6
Honda,1988,525000,1500cc,Manual,1,6
Audi,2014,28000000,2000cc,Automatic,62000,2
Daihatsu,2007,750000,800cc,Manual,80000,6
Honda,2021,5450000,1800cc,Automatic,13500,6
Honda,1995,800000,1500cc,Manual,300000,6
Suzuki,2009,425000,800cc,Manual,80000,6
Toyota,2006,1720000,1800cc,Manual,150000,6
Honda,2017,7200000,1500cc,Automatic,22919,2
Toyota,2019,5190000,1000cc,Automatic,48000,6
Toyota,2020,4790000,1000cc,Automatic,49000,6
Toyota,2019,11500000,2700cc,Automatic,44632,6
Toyota,2022,15950000,2800cc,Automatic,9855,1
Toyota,2022,6850000,1798cc,Automatic,31260,6
Toyota,2018,55000000,4600cc,Automatic,48033,6
Hyundai,2017,5580000,2500cc,Automatic,148295,1
Nissan,2011,2450000,1500cc,Automatic,110000,6
Honda,2018,3925000,1500cc,Automatic,88781,6
Honda,2020,5390000,1800cc,Automatic,30000,6
Honda,2006,1500000,1600cc,Manual,122000,6
Toyota,2018,3370000,1000cc,Automatic,49200,6
Willys,1960,1900000,2000cc,Manual,200000,6
Toyota,2007,3700000,1500cc,Automatic,130000,6
KIA,2022,7700000,2000cc,Automatic,10000,6
Suzuki,1997,470000,1000cc,Manual,10100,6
Audi,2013,8000000,1800cc,Automatic,67000,6
Toyota,2010,2180000,1300cc,Manual,148000,6
Toyota,2022,6300000,1600cc,Automatic,2200,6
Suzuki,2010,1450000,1000cc,Manual,58000,6
Suzuki,2005,650000,1300cc,Manual,200000,6
Daihatsu,2015,2150000,660cc,Automatic,86000,6
Suzuki,2023,3300000,660cc,Manual,62,6
Toyota,2023,4350000,1300cc,Manual,480,6
Suzuki,2007,850000,1000cc,Manual,96300,6
Toyota,2013,2150000,1000cc,Automatic,121000,6
Suzuki,2022,3050000,660cc,Automatic,13000,6
Toyota,2021,6150000,1800cc,Automatic,31000,6
Hyundai,2022,8400000,2000cc,Automatic,9600,6
Suzuki,2021,2380000,660cc,Manual,36000,6
Toyota,2010,1850000,1300cc,Manual,210000,6
Honda,2018,5600000,1800cc,Automatic,20000,6
MG,2021,7000000,1500cc,Automatic,34000,6
Toyota,2007,2640000,1500cc,Automatic,185,6
Suzuki,2020,2225000,660cc,Manual,40000,6
Toyota,2022,5950000,1600cc,Automatic,20,6
Suzuki,2013,2400000,660cc,Automatic,88000,6
Toyota,2011,2550000,1000cc,Automatic,150000,6
Honda,2013,1325000,660cc,Automatic,85779,6
Honda,2005,1200000,1500cc,Automatic,150000,6
Honda,2009,1850000,1800cc,Automatic,196000,6
Honda,2019,5450000,1800cc,Automatic,52000,6
Honda,2011,3050000,1800cc,Automatic,74000,6
Suzuki,2011,1250000,1000cc,Manual,83500,6
Suzuki,2016,1870000,1000cc,Manual,62000,6
Toyota,2010,2140000,1000cc,Automatic,91760,6
Honda,1999,1250000,1600cc,Manual,123,6
Honda,2013,3625000,1800cc,Automatic,94500,6
Honda,2020,4000000,1500cc,Automatic,39000,6
Suzuki,2013,1550000,660cc,Automatic,135000,6
Honda,2002,930000,1300cc,Manual,150000,6
Honda,2013,2450000,1500cc,Manual,86000,6
Honda,2021,4950000,1500cc,Automatic,69800,6
Toyota,2020,3500000,1300cc,Automatic,36000,6
Honda,1996,800000,1600cc,Manual,40555,6
Proton,2022,3400000,1300cc,Automatic,7800,6
Honda,2014,2950000,1800cc,Automatic,124000,6
Suzuki,2021,2350000,660cc,Manual,45000,6
Toyota,2004,6900000,3000cc,Automatic,96000,6
Suzuki,2007,660000,1000cc,Manual,100000,6
Honda,2014,3100000,1800cc,Automatic,113000,6
Toyota,2022,4300000,1500cc,Automatic,8000,6
Suzuki,2019,3550000,660cc,Automatic,30000,2
Honda,2018,4800000,1800cc,Automatic,67000,6
Suzuki,2017,2057000,1000cc,Manual,72000,6
Mitsubishi,2005,1370000,1600cc,Manual,200000,6
Toyota,2014,3450000,1800cc,Automatic,150000,6
Toyota,2023,8100000,1800cc,Automatic,22,6
Mitsubishi,2004,1100000,660cc,Automatic,165677,6
Daihatsu,1984,140000,1000cc,Manual,35250,6
Toyota,2014,2940000,1600cc,Automatic,166000,6
Toyota,2022,5750000,1600cc,Automatic,9850,6
Honda,2004,1325000,1300cc,Manual,145235,6
Toyota,2012,2300000,1000cc,Automatic,68100,6
Suzuki,2008,1235000,1300cc,Manual,144523,6
Changan,2019,1950000,1000cc,Manual,17535,6
Honda,2004,1430000,1500cc,Automatic,119000,6
Suzuki,2014,2300000,660cc,Automatic,70000,6
Toyota,2013,2275000,1300cc,Manual,158000,6
Daihatsu,2007,800000,800cc,Manual,15999,6
Toyota,1993,1370000,2200cc,Automatic,123,1
Suzuki,2019,2260000,660cc,Manual,112000,6
Toyota,1994,1650000,1600cc,Automatic,180000,6
Daihatsu,2015,2900000,660cc,Automatic,92000,6
Toyota,2011,1850000,1000cc,Automatic,86000,6
Suzuki,2012,1525000,660cc,Automatic,114768,6
Honda,2000,630000,1300cc,Manual,69600,6
Toyota,2017,12500000,2700cc,Automatic,25000,6
Suzuki,2013,1295000,1000cc,Manual,79000,6
DFSK,2022,5850000,1500cc,Automatic,12000,6
Honda,2019,3500000,1300cc,Manual,74000,6
Toyota,2012,5950000,3000cc,Automatic,112000,1
Hyundai,2007,975000,1000cc,Manual,165000,6
Toyota,2019,3700000,1000cc,Automatic,74000,6
Changan,2021,3380000,1500cc,Automatic,41000,6
Honda,2022,4995000,1500cc,Automatic,13500,6
Suzuki,1991,319000,1000cc,Manual,100000,6
Toyota,2004,1700000,1600cc,Automatic,215000,6
Nissan,2007,1450000,660cc,Automatic,78000,6
Suzuki,2022,2600000,1000cc,Manual,26000,6
Toyota,2018,4625000,1800cc,Automatic,49000,6
Daihatsu,2019,3550000,660cc,Automatic,13000,6
Changan,2022,9000000,1500cc,Automatic,3000,6
Honda,2009,1750000,1800cc,Manual,180000,6
Honda,2022,8000000,1500cc,Automatic,7882,6
Toyota,2017,43000000,4600cc,Automatic,70000,6
Toyota,2022,6000000,1600cc,Automatic,12900,6
Toyota,2021,6550000,1800cc,Automatic,31000,6
Suzuki,2022,2575000,660cc,Manual,4529,6
Toyota,2019,4100000,1000cc,Automatic,27000,6
Honda,2016,6295000,1500cc,Automatic,95000,2
Honda,2013,3500000,1800cc,Automatic,150000,6
Honda,2022,8350000,1500cc,Automatic,13000,6
BMW,2004,4500000,3000cc,Automatic,100000,1
Suzuki,2022,4650000,1200cc,Automatic,10000,6
Toyota,2005,3700000,2500cc,Automatic,131000,6
Honda,2015,3980000,1500cc,Automatic,74200,2
Honda,2020,6500000,1800cc,Automatic,53300,6
Honda,2018,3040000,1300cc,Manual,85000,6
Daihatsu,2010,850000,800cc,Manual,120000,6
Suzuki,2008,745000,1000cc,Manual,55000,6
Toyota,2013,2500000,1000cc,Automatic,125000,6
Toyota,2016,8200000,3000cc,Automatic,60000,1
Nissan,1993,745000,1500cc,Manual,115000,6
Hyundai,2004,775000,1000cc,Manual,125000,6
Toyota,2022,7500000,1800cc,Automatic,6500,6
Toyota,2000,1500000,1300cc,Automatic,100000,6
Suzuki,2017,2500000,660cc,Automatic,70000,6
Toyota,2011,3530000,1500cc,Automatic,228000,2
Suzuki,2006,575000,800cc,Manual,74600,6
Toyota,2010,3150000,1800cc,Automatic,105000,6
Honda,2014,2100000,660cc,Automatic,90000,6
Toyota,2017,4195000,1800cc,Automatic,68000,6
Suzuki,2021,3180000,1000cc,Manual,26000,6
Toyota,2019,4650000,1000cc,Automatic,41000,6
Toyota,2016,3275000,1300cc,Automatic,72408,6
Toyota,2013,2290000,1000cc,Automatic,110000,6
Hyundai,2007,1100000,1000cc,Manual,112764,6
Daihatsu,2013,1900000,660cc,Automatic,52267,6
Honda,2022,4900000,1497cc,Automatic,7872,6
Suzuki,2010,850000,1000cc,Manual,52735,6
Suzuki,2019,2200000,1000cc,Manual,79593,6
Suzuki,2021,2325000,660cc,Manual,33222,6
Toyota,2018,5550000,1500cc,Automatic,40359,2
Honda,2007,1700000,660cc,Automatic,202214,6
Suzuki,2021,2675000,1000cc,Manual,23362,6
Suzuki,2008,850000,1000cc,Manual,278230,6
Suzuki,2009,1240000,1300cc,Manual,63000,6
Suzuki,1989,300000,1000cc,Manual,7000,6
Toyota,2020,4800000,1600cc,Automatic,29000,6
Honda,1993,875000,1500cc,Manual,47000,6
Changan,2021,3550000,1500cc,Automatic,10000,6
Toyota,2022,19000000,2800cc,Automatic,650,1
Toyota,2009,12999999,2700cc,Automatic,100000,6
KIA,2020,6850000,2000cc,Automatic,30000,6
Suzuki,2018,1600000,1000cc,Manual,109000,6
Suzuki,2007,840000,1000cc,Manual,93000,6
Honda,2019,4175000,1500cc,Automatic,43500,6
Toyota,2007,1650000,1300cc,Manual,300000,6
Suzuki,1995,350000,800cc,Manual,15,6
Suzuki,2008,720000,800cc,Manual,39000,6
Suzuki,2001,700000,1600cc,Manual,170000,6
Toyota,2006,2850000,1500cc,Automatic,300000,6
Suzuki,2019,1350000,800cc,Manual,61000,6
Toyota,2015,33000000,4608cc,Automatic,69000,6
Suzuki,2017,1850000,1000cc,Manual,140000,6
Honda,2017,3000000,1500cc,Automatic,50000,6
Toyota,2020,13800000,2800cc,Automatic,28000,1
Honda,2018,4850000,1800cc,Automatic,70000,6
Toyota,2014,7200000,3000cc,Automatic,154000,1
Lexus,2016,26500000,3500cc,Automatic,30000,2
